ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
1195,1195,Manjula Shetty,49,9,4,5,2
1196,1196,Pooja Acharya,48,2,1,3,2
1197,1197,Manjunath Murthy,27,10,6,4,1
1198,1198,Joseph Patil,64,6,1,1,1
1199,1199,Fathima Kulkarni,68,5,2,1,2
1200,1200,Harish Poojary,62,10,5,4,1
1201,1201,Vani Naik,70,8,1,1,2
1202,1202,Chandrashekar Rao,24,10,5,3,1
1203,1203,Karthik Reddy,19,10,6,1,1
1204,1204,Shruthi Kumar,21,3,3,1,2
1205,1205,Joseph Shetty,47,8,4,1,1
1206,1206,Venkatesh Hegde,30,7,2,4,1
1207,1207,Meena Patil,69,2,4,5,2
1208,1208,Joseph Shetty,36,3,6,1,1
1209,1209,Sunitha Kumar,24,6,3,2,2
1210,1210,Padma Shetty,40,5,2,5,2
1211,1211,Joseph Murthy,32,1,5,1,1
1212,1212,Asha Murthy,22,9,4,3,2
1213,1213,Kiran D'Souza,55,5,1,1,1
1214,1214,Suresh Gowda,43,10,6,4,1
1215,1215,Joseph Shetty,26,2,2,4,1
1216,1216,Manjunath Poojary,32,3,5,2,1
1217,1217,Savitha Hegde,63,5,6,2,2
1218,1218,Kavitha D'Souza,28,3,5,4,2
1219,1219,Padma Murthy,58,9,3,3,2
1220,1220,Geetha Sheikh,37,10,3,4,2
1221,1221,Mary Hegde,26,9,5,4,2
1222,1222,Imran Swamy,27,4,1,3,1
1223,1223,Naveen Acharya,22,1,6,5,1
1224,1224,Naveen Swamy,69,8,4,2,1
1225,1225,Manjula Desai,30,9,6,2,2
1226,1226,Prakash Gowda,18,2,3,5,1
1227,1227,Naveen Acharya,43,4,4,4,1
1228,1228,Bhagya,37,5,2,5,2
1229,1229,Suresh,46,6,1,4,1
1230,1230,Shobha Hegde,32,6,6,1,2
1231,1231,Roopa Khan,65,8,4,3,2
1232,1232,Shivakumar Swamy,45,7,1,4,1
1233,1233,Mary Naik,38,10,4,1,2
1234,1234,Lakshmi Rao,51,2,4,3,2
1235,1235,Naveen Khan,36,10,2,1,1
1236,1236,Raghavendra Hegde,52,2,6,2,1
1237,1237,Prakash Shetty,39,6,5,5,1
1238,1238,Geetha Khan,44,7,3,4,2
1239,1239,Savitha Patil,39,9,2,4,2
1240,1240,Rekha Rao,36,10,1,4,2
1241,1241,Suresh Murthy,26,5,1,1,1
1242,1242,Joseph,48,1,3,3,1
1243,1243,Pooja Reddy,37,1,1,2,2
1244,1244,Geetha Hegde,24,1,1,4,2
1245,1245,Mary Poojary,28,4,4,5,2
1246,1246,Harish Fernandes,49,9,6,1,1
1247,1247,Mary Sheikh,19,4,4,3,2
1248,1248,Shobha Rao,36,10,2,4,2
1249,1249,Deepak Swamy,57,8,5,2,1
1250,1250,Shruthi Patil,48,9,4,2,2
1251,1251,Venkatesh Kumar,21,8,4,4,1
1252,1252,Abdul Poojary,28,5,2,4,1
1253,1253,Arun Swamy,60,9,3,1,1
1254,1254,Shruthi Sheikh,41,5,2,3,2
1255,1255,Mahesh Rao,34,6,2,5,1
1256,1256,Rekha Khan,43,10,5,2,2
1257,1257,Manjunath Khan,70,4,1,4,1
1258,1258,Mahesh Swamy,21,9,2,1,1
1259,1259,Savitha Murthy,43,7,2,2,2
1260,1260,Karthik D'Souza,41,6,6,4,1
1261,1261,Anand Rao,19,3,4,4,1
1262,1262,Arun Naik,65,3,5,4,1
1263,1263,Arun Desai,51,9,1,3,1
1264,1264,Shruthi Acharya,57,10,1,2,2
1265,1265,Asha Naik,23,6,1,2,2
1266,1266,Kavitha Khan,35,1,4,2,2
1267,1267,Roopa Kumar,55,3,3,1,2
1268,1268,Bhagya Rao,42,5,1,3,2
1269,1269,Naveen D'Souza,21,9,3,2,1
1270,1270,Sunitha Hegde,31,8,2,4,2
1271,1271,Raghavendra Reddy,58,7,1,1,1
1272,1272,Raghavendra Shetty,52,10,6,2,1
1273,1273,Vinay Kumar,65,1,1,2,1
1274,1274,Venkatesh Shetty,41,3,3,3,1
1275,1275,Venkatesh Reddy,60,2,1,2,1
1276,1276,Fathima Fernandes,46,8,5,5,2
1277,1277,Umesh Desai,39,6,2,4,1
1278,1278,Manjula Hegde,33,2,5,1,2
1279,1279,Vani Kumar,37,10,3,4,2
1280,1280,Vinay Rao,34,10,3,3,1
1281,1281,Lakshmi Kumar,63,4,6,3,2
1282,1282,Shivakumar Desai,63,5,2,3,1
1283,1283,Manjula Murthy,57,2,1,4,2
1284,1284,Vinay Hegde,39,7,5,4,1
1285,1285,Vinay Desai,62,10,1,2,1
1286,1286,Shruthi Poojary,40,8,4,3,2
1287,1287,Lakshmi Rao,43,4,2,4,2
1288,1288,Sunitha Swamy,56,9,4,2,2
1289,1289,Manjula Desai,65,8,3,4,2
1290,1290,Peter Murthy,46,9,5,1,1
1291,1291,Arun Naik,33,6,6,5,1
1292,1292,Kiran,67,7,4,3,1
1293,1293,Ravi Gowda,51,5,2,2,1
1294,1294,Kiran D'Souza,35,5,1,4,1
1295,1295,Rekha Reddy,33,8,4,2,2
1296,1296,Abdul Reddy,68,2,1,2,1
1297,1297,Shobha Kumar,43,8,4,4,2
1298,1298,Shobha Gowda,58,9,1,2,2
1299,1299,Harish Kulkarni,41,1,1,3,1
1300,1300,Geetha D'Souza,37,9,1,5,2
1301,1301,Abdul Kulkarni,55,5,1,4,1
1302,1302,Arun Desai,48,1,3,4,1
1303,1303,Fathima,69,3,4,2,2
1304,1304,Geetha Hegde,55,10,6,4,2
1305,1305,Savitha Reddy,57,6,5,1,2
1306,1306,Rekha Khan,63,8,3,2,2
1307,1307,Roopa Murthy,20,6,4,2,2
1308,1308,Fathima Fernandes,45,4,3,4,2
1309,1309,Asha Reddy,68,8,5,1,2
1310,1310,Vani Gowda,19,1,3,3,2
1311,1311,Ravi Naik,27,5,5,5,1
1312,1312,Vani Sheikh,58,5,4,3,2
1313,1313,Venkatesh Khan,48,9,4,2,1
1314,1314,Ayesha Desai,64,3,1,3,2
1315,1315,Shruthi Reddy,52,7,6,5,2
1316,1316,Fathima Fernandes,46,4,3,1,2
1317,1317,Kiran Fernandes,29,4,5,1,1
1318,1318,Vani,52,10,6,1,2
1319,1319,Kavitha,33,10,1,5,2
1320,1320,Lakshmi Sheikh,33,5,4,5,2
1321,1321,Roopa Poojary,52,3,2,3,2
1322,1322,Karthik Rao,41,7,5,4,1
1323,1323,Geetha Swamy,30,3,6,4,2
1324,1324,Lokesh Murthy,55,10,1,1,1
1325,1325,Meena Reddy,51,10,5,1,2
1326,1326,Ayesha Poojary,67,1,2,4,2
1327,1327,Kavitha Swamy,52,7,4,4,2
1328,1328,Harish Sheikh,45,3,6,2,1
1329,1329,Mary,23,5,1,2,2
1330,1330,Basavaraj Reddy,60,9,3,3,1
1331,1331,Savitha Kumar,21,7,3,2,2
1332,1332,Meena Swamy,24,2,6,5,2
1333,1333,Pooja Rao,51,7,1,4,2
1334,1334,Vani Swamy,58,4,3,3,2
1335,1335,Kiran D'Souza,23,9,1,4,1
1336,1336,Karthik Hegde,64,2,3,5,1
1337,1337,Divya,24,6,6,5,2
1338,1338,Divya,42,9,1,2,2
1339,1339,Suresh Khan,38,1,6,4,1
1340,1340,Salman Hegde,55,6,3,4,1
1341,1341,Pooja Swamy,33,5,2,4,2
1342,1342,Manjula Khan,25,1,3,3,2
1343,1343,Vani,22,7,3,5,2
1344,1344,Shruthi Poojary,69,8,4,5,2
1345,1345,Deepak Kulkarni,58,7,3,1,1
1346,1346,Deepak Rao,42,4,2,5,1
1347,1347,Chandrashekar Naik,59,10,2,3,1
1348,1348,Manjunath Acharya,33,6,4,2,1
1349,1349,Chandrashekar Poojary,59,5,6,4,1
1350,1350,Ayesha,37,1,4,3,2
1351,1351,Lakshmi Poojary,45,3,3,1,2
1352,1352,Ravi Sheikh,59,9,1,5,1
1353,1353,Naveen Acharya,47,10,5,5,1
1354,1354,Manjula Acharya,23,3,2,5,2
1355,1355,Mary Naik,35,4,6,2,2
1356,1356,Rekha Acharya,38,9,6,5,2
1357,1357,Lokesh Swamy,45,5,5,1,1
1358,1358,Roopa Kumar,46,10,1,3,2
1359,1359,Lakshmi Patil,63,1,4,3,2
1360,1360,Deepak Naik,23,9,3,4,1
1361,1361,Ravi Sheikh,58,9,1,4,1
1362,1362,Suresh Kulkarni,60,3,3,5,1
1363,1363,Kavitha Desai,54,7,2,3,2
1364,1364,Arun Sheikh,46,9,2,4,1
1365,1365,Vinay Murthy,59,5,2,4,1
1366,1366,Pooja Shetty,25,6,2,5,2
1367,1367,Padma Kumar,26,6,1,2,2
1368,1368,Harish Desai,41,8,6,3,1
1369,1369,Geetha Hegde,46,1,5,5,2
1370,1370,Girish,39,7,4,5,1
1371,1371,Nagaraj Poojary,33,2,2,3,1
1372,1372,Mary Acharya,68,7,5,3,2
1373,1373,Roopa Kulkarni,41,3,3,5,2
1374,1374,Chandrashekar,70,2,5,2,1
1375,1375,Vani Poojary,70,6,1,3,2
1376,1376,Ravi,62,3,6,2,1
1377,1377,Abdul Gowda,56,8,4,2,1
1378,1378,Manjunath Kulkarni,69,6,6,4,1
1379,1379,Anand Shetty,68,9,6,5,1
1380,1380,Shivakumar Hegde,49,5,6,2,1
1381,1381,Girish Rao,67,5,4,1,1
1382,1382,Fathima Rao,37,2,3,5,2
1383,1383,Girish Kumar,49,2,4,5,1
1384,1384,Imran Khan,69,5,4,3,1
1385,1385,Padma Naik,44,5,2,3,2
1386,1386,Vinay Desai,66,5,3,2,1
1387,1387,Abdul Desai,69,8,5,1,1
1388,1388,Imran Kulkarni,45,6,6,3,1
1389,1389,Joseph Swamy,21,9,2,5,1
1390,1390,Shivakumar Murthy,63,3,1,3,1
1391,1391,Savitha D'Souza,31,8,3,2,2
1392,1392,Basavaraj,20,3,2,5,1
1393,1393,Sunitha Hegde,34,3,4,3,2
1394,1394,Arun Sheikh,25,7,4,4,1
1395,1395,Joseph Fernandes,49,6,5,5,1
1396,1396,Naveen Swamy,55,2,5,3,1
1397,1397,Sunitha Rao,61,6,2,4,2
1398,1398,Asha Desai,43,6,6,4,2
1399,1399,Ravi Reddy,48,8,5,2,1
1400,1400,Mary Sheikh,63,10,2,3,2
1401,1401,Mahesh Naik,19,9,4,5,1
1402,1402,Basavaraj Hegde,69,9,2,5,1
1403,1403,Ravi Naik,24,8,2,5,1
1404,1404,Chandrashekar Kulkarni,57,7,3,2,1
1405,1405,Kavitha,69,6,3,1,2
1406,1406,Deepak,20,8,2,4,1
1407,1407,Karthik Murthy,63,7,1,2,1
1408,1408,Roopa Swamy,30,2,3,4,2
1409,1409,Roopa Kumar,24,10,5,5,2
1410,1410,Santosh Khan,63,6,3,1,1
1411,1411,Savitha Swamy,61,7,6,3,2
1412,1412,Arun Swamy,45,7,3,2,1
1413,1413,Sunitha Acharya,21,2,2,2,2
1414,1414,Venkatesh Patil,36,9,4,3,1
1415,1415,Mary,53,3,2,5,2
1416,1416,Mahesh Naik,39,10,3,2,1
1417,1417,Kiran Rao,69,1,1,3,1
1418,1418,Fathima Naik,56,3,5,2,2
1419,1419,Abdul Khan,43,3,4,2,1
1420,1420,Arun Murthy,65,5,1,5,1
1421,1421,Meena D'Souza,36,9,4,3,2
1422,1422,Geetha Hegde,66,3,1,4,2
1423,1423,Asha Naik,64,8,2,3,2
1424,1424,Kavitha Shetty,54,9,6,2,2
1425,1425,Manjunath Sheikh,22,9,4,2,1
1426,1426,Naveen Swamy,53,3,6,1,1
1427,1427,Imran Kulkarni,43,4,1,1,1
1428,1428,Nagaraj Rao,33,6,6,1,1
1429,1429,Shivakumar Sheikh,42,1,2,1,1
1430,1430,Asha Kulkarni,36,4,6,4,2
1431,1431,Manjula Patil,48,1,3,5,2
1432,1432,Bhagya Patil,52,4,4,4,2
1433,1433,Venkatesh Naik,23,9,6,5,1
1434,1434,Manjunath Kulkarni,20,7,3,3,1
1435,1435,Mahesh,45,8,4,3,1
1436,1436,Deepak Reddy,51,4,1,1,1
1437,1437,Savitha Rao,39,4,6,5,2
1438,1438,Mary,59,4,6,4,2
1439,1439,Sunitha Swamy,67,4,1,3,2
1440,1440,Kavitha D'Souza,62,5,1,2,2
1441,1441,Peter Reddy,54,7,3,4,1
1442,1442,Harish Fernandes,62,7,1,3,1
1443,1443,Salman Swamy,65,4,4,2,1
1444,1444,Peter Sheikh,58,8,6,3,1
1445,1445,Vinay Poojary,55,7,6,3,1
1446,1446,Deepak Desai,41,7,1,3,1
1447,1447,Deepak Desai,35,2,1,5,1
1448,1448,Ravi Shetty,37,3,3,1,1
1449,1449,Joseph,49,6,6,5,1
1450,1450,Suresh Desai,56,7,1,3,1
1451,1451,Santosh Hegde,65,9,3,3,1
1452,1452,Rekha Acharya,48,1,5,5,2
1453,1453,Vinay Patil,21,5,1,2,1
1454,1454,Savitha Hegde,26,1,6,5,2
1455,1455,Savitha Khan,55,9,2,3,2
1456,1456,Asha Rao,49,6,2,5,2
1457,1457,Geetha Patil,40,2,6,5,2
1458,1458,Lakshmi Kulkarni,70,6,6,2,2
1459,1459,Harish Gowda,21,9,1,1,1
1460,1460,Arun D'Souza,27,4,5,2,1
1461,1461,Sunitha Reddy,31,3,2,5,2
1462,1462,Karthik Murthy,65,2,3,2,1
1463,1463,Padma Khan,30,4,4,1,2
1464,1464,Padma Murthy,60,8,3,3,2
1465,1465,Sunitha Fernandes,43,4,2,2,2
1466,1466,Padma Sheikh,69,10,2,3,2
1467,1467,Ayesha Patil,29,3,1,4,2
1468,1468,Shobha,44,1,4,2,2
1469,1469,Geetha Swamy,59,10,5,4,2
1470,1470,Venkatesh Khan,54,3,5,4,1
1471,1471,Roopa Shetty,68,9,6,2,2
1472,1472,Divya Poojary,43,7,2,4,2
1473,1473,Ayesha Desai,28,8,2,3,2
1474,1474,Pooja Sheikh,48,7,4,1,2
1475,1475,Lakshmi,34,2,1,2,2
1476,1476,Girish Naik,18,7,1,3,1
1477,1477,Bhagya Fernandes,57,1,4,5,2
1478,1478,Naveen Gowda,34,2,3,2,1
1479,1479,Girish Hegde,23,2,3,4,1
1480,1480,Harish Murthy,58,4,6,1,1
1481,1481,Venkatesh,26,3,5,5,1
1482,1482,Anand Acharya,70,2,5,4,1
1483,1483,Chandrashekar Reddy,44,10,3,3,1
1484,1484,Nagaraj Hegde,31,9,6,3,1
1485,1485,Lokesh Reddy,27,7,5,1,1
1486,1486,Umesh Patil,52,5,1,2,1
1487,1487,Kavitha D'Souza,66,6,1,2,2
1488,1488,Suresh Desai,20,4,6,2,1
1489,1489,Manjunath,55,10,1,5,1
1490,1490,Chandrashekar D'Souza,64,3,2,2,1
1491,1491,Pooja Shetty,46,5,3,1,2
1492,1492,Geetha Kulkarni,24,5,2,4,2
1493,1493,Basavaraj Sheikh,64,8,2,3,1
1494,1494,Savitha Poojary,63,9,1,2,2
1495,1495,Roopa Kumar,29,1,3,3,2
1496,1496,Geetha Naik,38,5,2,3,2
1497,1497,Anand Murthy,54,3,6,3,1
1498,1498,Lokesh Kumar,65,2,3,2,1
1499,1499,Kavitha Reddy,41,8,5,4,2
1500,1500,Geetha Rao,48,5,3,4,2
1501,1501,Chandrashekar Kumar,40,7,1,2,1
1502,1502,Manjula,58,10,4,3,2
1503,1503,Lokesh Naik,49,4,1,5,1
1504,1504,Meena Gowda,49,2,3,1,2
1505,1505,Ayesha Desai,59,2,3,3,2
1506,1506,Shruthi Swamy,27,2,1,4,2
1507,1507,Abdul Gowda,26,2,2,1,1
1508,1508,Meena Kumar,56,7,2,1,2
1509,1509,Nagaraj Murthy,58,9,1,4,1
1510,1510,Roopa Gowda,62,4,5,3,2
1511,1511,Meena Kulkarni,70,9,4,1,2
1512,1512,Ayesha Naik,27,5,2,1,2
1513,1513,Savitha Hegde,62,7,6,1,2
1514,1514,Imran Rao,54,4,5,3,1
1515,1515,Mary Gowda,65,10,1,1,2
1516,1516,Padma Fernandes,61,6,6,1,2
1517,1517,Shobha Kumar,39,10,6,5,2
1518,1518,Prakash D'Souza,54,8,3,3,1
1519,1519,Padma D'Souza,36,3,3,2,2
1520,1520,Umesh Acharya,25,7,5,4,1
1521,1521,Asha Hegde,51,5,1,2,2
1522,1522,Manjunath Fernandes,70,7,1,5,1
1523,1523,Karthik Hegde,32,6,2,1,1
1524,1524,Ayesha,65,8,4,5,2
1525,1525,Anand Desai,18,1,1,1,1
1526,1526,Vani Kulkarni,45,3,2,2,2
1527,1527,Meena,70,8,4,3,2
1528,1528,Ayesha Khan,64,9,4,2,2
1529,1529,Roopa,39,2,3,3,2
1530,1530,Anand Swamy,55,4,2,4,1
1531,1531,Deepak Fernandes,40,7,5,2,1
1532,1532,Ravi Poojary,44,7,2,3,1
1533,1533,Venkatesh Sheikh,48,4,6,5,1
1534,1534,Shruthi D'Souza,56,9,3,4,2
1535,1535,Basavaraj Patil,50,6,3,3,1
1536,1536,Mahesh,48,5,5,5,1
1537,1537,Divya Fernandes,56,2,5,1,2
1538,1538,Vinay Poojary,48,2,4,1,1
1539,1539,Naveen D'Souza,28,5,2,5,1
1540,1540,Pooja Acharya,52,9,1,2,2
1541,1541,Fathima Reddy,48,4,1,5,2
1542,1542,Karthik Acharya,65,10,1,4,1
1543,1543,Rekha Swamy,36,5,1,5,2
1544,1544,Venkatesh Sheikh,19,9,4,5,1
1545,1545,Manjunath Murthy,36,2,6,3,1
1546,1546,Joseph Desai,29,7,5,2,1
1547,1547,Venkatesh Rao,36,8,4,1,1
1548,1548,Ravi Swamy,53,3,5,3,1
1549,1549,Vinay,46,10,4,1,1
1550,1550,Geetha Sheikh,19,10,5,2,2
1551,1551,Mary Acharya,53,2,5,4,2
1552,1552,Raghavendra Poojary,68,2,2,3,1
1553,1553,Lokesh Naik,22,5,1,1,1
1554,1554,Rekha,57,2,6,4,2
1555,1555,Kavitha Reddy,68,1,3,5,2
1556,1556,Roopa Swamy,47,6,4,3,2
1557,1557,Kavitha Shetty,25,5,4,1,2
1558,1558,Ravi Fernandes,21,8,3,1,1
1559,1559,Pooja Acharya,54,3,3,1,2
1560,1560,Sunitha Swamy,25,2,4,2,2
1561,1561,Sunitha Kumar,39,4,5,3,2
1562,1562,Shivakumar Acharya,42,6,5,2,1
1563,1563,Meena Patil,42,7,4,4,2
1564,1564,Arun Fernandes,50,2,3,4,1
1565,1565,Anand Patil,60,10,4,1,1
1566,1566,Mary Swamy,41,10,2,4,2
1567,1567,Fathima Hegde,55,2,1,5,2
1568,1568,Nagaraj Acharya,38,10,1,2,1
1569,1569,Shruthi Murthy,23,10,6,4,2
1570,1570,Vani Fernandes,69,6,3,3,2
1571,1571,Kiran Acharya,59,2,4,4,1
1572,1572,Chandrashekar D'Souza,58,8,4,1,1
1573,1573,Raghavendra Kulkarni,60,5,1,4,1
1574,1574,Chandrashekar Patil,56,6,2,1,1
1575,1575,Abdul Fernandes,21,7,1,4,1
1576,1576,Sunitha Shetty,36,2,1,2,2
1577,1577,Ayesha Reddy,56,4,1,5,2
1578,1578,Savitha Shetty,53,7,1,1,2
1579,1579,Vani Shetty,43,6,5,2,2
1580,1580,Chandrashekar Acharya,38,7,5,2,1
1581,1581,Roopa,32,4,3,5,2
1582,1582,Roopa Fernandes,60,8,1,3,2
1583,1583,Meena D'Souza,58,3,4,2,2
1584,1584,Nagaraj Desai,26,2,4,5,1
1585,1585,Padma Shetty,25,3,6,1,2
1586,1586,Ayesha Shetty,27,7,5,4,2
1587,1587,Shivakumar Kumar,64,10,3,2,1
1588,1588,Ravi Reddy,37,4,4,2,1
1589,1589,Chandrashekar Naik,63,3,5,5,1
1590,1590,Chandrashekar Kumar,26,5,1,3,1
1591,1591,Ravi Fernandes,55,5,3,2,1
1592,1592,Harish Swamy,65,4,2,3,1
1593,1593,Anand Fernandes,31,1,5,4,1
1594,1594,Fathima,45,9,1,4,2
1595,1595,Imran Kulkarni,53,10,5,1,1
1596,1596,Raghavendra Khan,54,4,6,2,1
1597,1597,Nagaraj Gowda,29,3,6,2,1
1598,1598,Arun Poojary,56,1,6,1,1
1599,1599,Shobha Rao,50,9,3,2,2
1600,1600,Meena D'Souza,29,8,2,4,2
1601,1601,Peter Fernandes,53,3,4,4,1
1602,1602,Ayesha Naik,25,10,5,1,2
1603,1603,Vinay Swamy,35,4,2,2,1
1604,1604,Bhagya Swamy,61,8,5,2,2
1605,1605,Manjunath Murthy,68,3,6,4,1
1606,1606,Harish Desai,69,4,6,4,1
1607,1607,Roopa Rao,29,3,1,4,2
1608,1608,Lakshmi Poojary,35,3,5,2,2
1609,1609,Roopa Sheikh,21,5,1,5,2
1610,1610,Salman Fernandes,38,9,1,3,1
1611,1611,Manjula Desai,62,2,5,5,2
1612,1612,Raghavendra Kulkarni,60,6,4,2,1
1613,1613,Padma Gowda,24,4,1,3,2
1614,1614,Kavitha Reddy,35,1,2,4,2
1615,1615,Kavitha Khan,61,2,4,2,2
1616,1616,Geetha Reddy,59,6,4,3,2
1617,1617,Joseph Gowda,55,6,3,3,1
1618,1618,Geetha Khan,56,7,6,2,2
1619,1619,Shobha Poojary,32,1,1,3,2
1620,1620,Abdul Swamy,25,7,3,4,1
1621,1621,Asha Poojary,56,3,5,3,2
1622,1622,Roopa Reddy,31,6,5,1,2
1623,1623,Girish Shetty,52,7,4,2,1
1624,1624,Ayesha Poojary,22,5,4,4,2
1625,1625,Mary Kumar,19,10,5,3,2
1626,1626,Venkatesh,46,6,5,4,1
1627,1627,Pooja D'Souza,63,8,3,5,2
1628,1628,Asha Reddy,25,10,6,5,2
1629,1629,Manjunath Khan,33,4,2,5,1
1630,1630,Kavitha Shetty,70,2,2,5,2
1631,1631,Shobha Murthy,69,10,2,3,2
1632,1632,Shobha Reddy,52,2,4,5,2
1633,1633,Shobha Naik,69,5,4,4,2
1634,1634,Padma Hegde,53,4,3,5,2
1635,1635,Vani Patil,54,4,6,5,2
1636,1636,Fathima D'Souza,20,5,4,5,2
1637,1637,Meena Kumar,53,5,1,4,2
1638,1638,Imran Hegde,35,6,5,4,1
1639,1639,Harish D'Souza,19,5,4,2,1
1640,1640,Anand Hegde,53,4,6,3,1
1641,1641,Meena Khan,60,6,4,4,2
1642,1642,Chandrashekar Rao,56,5,3,3,1
1643,1643,Arun Hegde,18,6,2,5,1
1644,1644,Fathima Acharya,32,9,5,2,2
1645,1645,Rekha,41,8,1,3,2
1646,1646,Shivakumar Poojary,26,4,1,3,1
1647,1647,Vinay Rao,55,7,6,5,1
1648,1648,Anand Rao,68,8,2,2,1
1649,1649,Nagaraj Rao,18,8,1,4,1
1650,1650,Rekha Desai,59,4,4,5,2
1651,1651,Pooja Patil,25,9,1,3,2
1652,1652,Shivakumar Shetty,53,2,4,4,1
1653,1653,Vani Sheikh,24,10,6,5,2
1654,1654,Raghavendra Desai,43,3,1,4,1
1655,1655,Manjula Hegde,28,7,3,5,2
1656,1656,Karthik Kumar,58,3,2,1,1
1657,1657,Santosh D'Souza,47,6,1,5,1
1658,1658,Suresh,40,9,2,3,1
1659,1659,Mary Murthy,50,9,1,1,2
1660,1660,Asha Acharya,32,9,4,5,2
1661,1661,Kavitha Desai,33,10,3,3,2
1662,1662,Umesh Fernandes,57,10,6,4,1
1663,1663,Karthik Reddy,56,1,4,2,1
1664,1664,Santosh Kulkarni,70,2,4,1,1
1665,1665,Joseph Khan,66,5,6,3,1
1666,1666,Ayesha Rao,64,9,4,5,2
1667,1667,Arun Sheikh,50,4,1,2,1
1668,1668,Roopa Reddy,46,6,5,3,2
1669,1669,Karthik Naik,65,9,1,5,1
1670,1670,Savitha Rao,32,2,1,5,2
1671,1671,Salman Hegde,37,10,5,4,1
1672,1672,Vinay Poojary,44,9,5,3,1
1673,1673,Nagaraj Kumar,64,3,5,1,1
1674,1674,Manjula Hegde,21,1,4,2,2
1675,1675,Mary Hegde,35,7,3,1,2
1676,1676,Savitha Fernandes,26,3,4,1,2
1677,1677,Chandrashekar Sheikh,56,3,6,5,1
1678,1678,Fathima Shetty,55,5,3,2,2
1679,1679,Shobha Gowda,57,9,6,1,2
1680,1680,Shruthi Desai,36,5,6,3,2
1681,1681,Asha Rao,27,7,3,3,2
1682,1682,Kiran Reddy,23,8,2,5,1
1683,1683,Ravi Shetty,57,9,3,5,1
1684,1684,Deepak Swamy,56,2,1,5,1
1685,1685,Karthik D'Souza,50,9,3,2,1
1686,1686,Salman Fernandes,28,2,2,1,1
1687,1687,Roopa Naik,22,10,6,3,2
1688,1688,Kavitha,31,7,1,1,2
1689,1689,Ravi Shetty,54,6,4,5,1
1690,1690,Manjula Sheikh,34,4,3,2,2
1691,1691,Manjula Shetty,35,8,6,4,2
1692,1692,Harish Sheikh,26,5,2,1,1
1693,1693,Naveen,57,6,3,3,1
1694,1694,Lokesh Acharya,23,3,4,3,1
1695,1695,Chandrashekar Rao,29,4,3,3,1
1696,1696,Roopa,66,4,6,1,2
1697,1697,Harish Poojary,32,5,1,5,1
1698,1698,Shivakumar Gowda,45,1,6,5,1
1699,1699,Kavitha Khan,18,5,6,5,2
1700,1700,Kiran D'Souza,60,5,4,3,1
1701,1701,Rekha,30,7,6,2,2
1702,1702,Naveen Patil,23,2,3,3,1
1703,1703,Nagaraj D'Souza,46,7,3,2,1
1704,1704,Shivakumar Sheikh,27,2,5,5,1
1705,1705,Nagaraj Hegde,59,2,5,3,1
1706,1706,Suresh Sheikh,32,8,5,4,1
1707,1707,Umesh Patil,25,3,1,3,1
1708,1708,Santosh Reddy,61,5,6,3,1
1709,1709,Chandrashekar Kumar,39,2,6,5,1
1710,1710,Kavitha Hegde,48,6,4,1,2
1711,1711,Padma Murthy,67,3,5,2,2
1712,1712,Anand Hegde,50,4,2,3,1
1713,1713,Divya Hegde,22,10,6,2,2
1714,1714,Fathima Kulkarni,38,7,3,3,2
1715,1715,Chandrashekar Sheikh,57,10,5,4,1
1716,1716,Suresh Desai,21,7,2,2,1
1717,1717,Rekha Poojary,68,9,2,4,2
1718,1718,Pooja Shetty,53,5,2,4,2
1719,1719,Joseph Sheikh,53,2,6,2,1
1720,1720,Arun Hegde,44,5,2,4,1
1721,1721,Peter Shetty,57,8,2,5,1
1722,1722,Kavitha Naik,27,3,6,4,2
1723,1723,Girish Gowda,58,9,4,3,1
1724,1724,Bhagya Sheikh,56,10,2,4,2
1725,1725,Abdul Kulkarni,35,5,4,1,1
1726,1726,Salman Kumar,27,6,6,5,1
1727,1727,Kiran Swamy,23,6,3,3,1
1728,1728,Lokesh Gowda,39,2,6,5,1
1729,1729,Bhagya Shetty,51,5,3,2,2
1730,1730,Suresh Sheikh,47,6,4,1,1
1731,1731,Umesh Swamy,19,4,2,4,1
1732,1732,Fathima Hegde,29,5,5,3,2
1733,1733,Asha Swamy,55,4,3,1,2
1734,1734,Suresh,69,3,6,2,1
1735,1735,Raghavendra Gowda,54,10,4,1,1
1736,1736,Asha D'Souza,67,6,1,4,2
1737,1737,Roopa Naik,51,2,2,5,2
1738,1738,Abdul Hegde,26,3,6,4,1
1739,1739,Lokesh Desai,53,5,2,3,1
1740,1740,Asha Rao,25,2,2,1,2
1741,1741,Bhagya Poojary,39,9,6,1,2
1742,1742,Naveen Sheikh,48,3,4,5,1
1743,1743,Savitha Acharya,32,9,4,4,2
1744,1744,Venkatesh Patil,37,1,4,2,1
1745,1745,Basavaraj Acharya,70,6,2,3,1
1746,1746,Mary Naik,58,7,2,1,2
1747,1747,Salman,36,8,1,5,1
1748,1748,Shruthi Rao,48,7,3,3,2
1749,1749,Manjula Acharya,23,4,1,4,2
1750,1750,Manjula Shetty,58,6,6,4,2
1751,1751,Harish Shetty,32,5,3,3,1
1752,1752,Kavitha Murthy,39,9,2,1,2
1753,1753,Ayesha Gowda,56,9,5,3,2
1754,1754,Ravi Rao,43,2,5,5,1
