CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts,DistrictID,DistrictName,PoliceStationName
1627,100200077202300001,202300001,2023-10-29,615,77,1,2,2,8,2,20,2023-10-27 08:08:28,2023-10-27 18:08:28,2023-10-29 01:08:28,16.766997,77.262969,Complainant Pooja D'Souza reported an incident of Theft at the stated location. Karthik Naik was named as accused. Investigation taken up by jurisdictional police.,20,Yadgir,Yadgir PS-1
1628,100210083202400003,202400003,2024-12-13,676,83,1,1,2,6,1,21,2024-12-09 19:32:31,2024-12-09 19:32:31,2024-12-10 17:32:31,16.951842,75.823645,Complainant Asha Reddy reported an incident of Dacoity at the stated location. Karthik Desai was named as accused. Investigation taken up by jurisdictional police.,21,Vijayapura,Vijayapura PS-3
1629,100110041202400003,202400003,2024-09-16,323,41,1,2,2,8,1,11,2024-09-12 21:08:48,2024-09-13 06:08:48,2024-09-14 10:08:48,13.903264,75.667327,Complainant Manjunath Khan reported an incident of Theft at the stated location. Salman Patil was named as accused. Investigation taken up by jurisdictional police.,11,Shivamogga,Shivamogga PS-1
1630,100020006202400002,202400002,2024-05-14,42,6,1,2,2,8,1,2,2024-05-13 19:00:11,2024-05-13 19:00:11,2024-05-14 16:00:11,13.422193,77.483531,"Complainant Kavitha Shetty reported an incident of Theft at the stated location. Shivakumar Reddy, Vani Swamy was named as accused. Investigation taken up by jurisdictional police.",2,Bengaluru Rural,Bengaluru Rural PS-2
1631,100200077202300002,202300002,2023-03-19,624,77,1,2,2,9,1,20,2023-03-17 11:10:02,2023-03-17 18:10:02,2023-03-18 14:10:02,16.72819,77.152345,Complainant Shobha Murthy reported that his/her two-wheeler parked near Yadgir area was stolen between the incident hours. Vehicle Theft case registered. Accused Karthik Poojary identified through CCTV footage.,20,Yadgir,Yadgir PS-1
1632,100220086202500004,202500004,2025-12-17,699,86,1,2,5,15,1,22,2025-12-15 10:01:58,2025-12-15 18:01:58,2025-12-16 13:01:58,16.298836,75.694901,"Complainant Shobha Reddy reported losing money to an online scam; amount debited via fraudulent links. Online Financial Fraud registered. Cyber cell tracing accused Chandrashekar Gowda, Venkatesh Murthy.",22,Bagalkote,Bagalkote PS-2
1633,100240094202500004,202500004,2025-03-27,768,94,1,2,4,13,1,24,2025-03-24 11:24:20,2025-03-24 19:24:20,2025-03-25 18:24:20,15.545801,75.047741,Complainant Shobha Naik reported an incident of Cheating at the stated location. Shivakumar Sheikh was named as accused. Investigation taken up by jurisdictional police.,24,Dharwad,Dharwad PS-2
1634,100210081202400003,202400003,2024-02-22,658,81,1,2,2,7,4,21,2024-02-20 23:50:29,2024-02-21 10:50:29,2024-02-22 08:50:29,16.881913,75.569186,Complainant Padma Hegde reported house break-in at Vijayapura area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Savitha Acharya under investigation.,21,Vijayapura,Vijayapura PS-1
1635,100240094202600001,202600001,2026-05-29,770,94,1,2,2,10,1,24,2026-05-29 06:24:48,2026-05-29 18:24:48,2026-05-31 16:24:48,15.555638,75.130901,"Complainant Vani Patil stated that unknown persons on a motorcycle snatched her gold chain near Dharwad area and fled. Case of Chain Snatching registered against Padma Hegde, Chandrashekar Patil, Mahesh Desai.",24,Dharwad,Dharwad PS-2
1636,300250097202500003,202500003,2025-09-08,793,97,2,1,2,5,1,25,2025-09-05 05:43:03,2025-09-05 06:43:03,2025-09-07 03:43:03,15.284092,75.107115,Complainant Fathima D'Souza reported an incident of Robbery at the stated location. Nagaraj was named as accused. Investigation taken up by jurisdictional police.,25,Hubballi City,Hubballi City PS-1
1637,100140054202300004,202300004,2023-09-26,434,54,1,2,1,4,3,14,2023-09-23 18:15:50,2023-09-24 00:15:50,2023-09-25 15:15:50,15.145778,76.915552,"Complainant Meena Kumar reported an incident of Simple Hurt at the stated location. Joseph Desai, Lokesh Poojary, Bhagya Hegde was named as accused. Investigation taken up by jurisdictional police.",14,Ballari,Ballari PS-2
1638,100070028202400002,202400002,2024-06-07,214,28,1,2,5,15,2,7,2024-06-06 06:20:39,2024-06-06 08:20:39,2024-06-06 15:20:39,12.984757,76.183274,"Complainant Imran Hegde reported losing money to an online scam; amount debited via fraudulent links. Online Financial Fraud registered. Cyber cell tracing accused Abdul Acharya, Raghavendra D'Souza.",7,Hassan,Hassan PS-4
1639,100280109202300002,202300002,2023-08-08,889,109,1,2,4,14,5,28,2023-08-05 22:32:43,2023-08-05 22:32:43,2023-08-06 09:32:43,14.67658,74.649014,"Complainant Harish D'Souza reported an incident of Criminal Breach of Trust at the stated location. Mahesh Fernandes, Kiran Acharya, Peter Khan was named as accused. Investigation taken up by jurisdictional police.",28,Uttara Kannada,Uttara Kannada PS-1
1640,100300117202300004,202300004,2023-11-11,952,117,1,2,2,8,2,30,2023-11-10 23:58:48,2023-11-11 00:58:48,2023-11-12 10:58:48,12.873733,74.848929,"Complainant Anand Hegde reported an incident of Theft at the stated location. Harish Murthy, Divya was named as accused. Investigation taken up by jurisdictional police.",30,Dakshina Kannada,Dakshina Kannada PS-1
1641,100290115202600002,202600002,2026-05-18,935,115,1,2,2,8,1,29,2026-05-15 09:17:47,2026-05-15 11:17:47,2026-05-16 20:17:47,13.419301,74.780659,Complainant Meena Khan reported an incident of Theft at the stated location. Joseph was named as accused. Investigation taken up by jurisdictional police.,29,Udupi,Udupi PS-3
1642,100260102202600002,202600002,2026-06-22,834,102,1,2,1,3,1,26,2026-06-19 23:35:47,2026-06-20 09:35:47,2026-06-21 05:35:47,15.33543,75.53196,Complainant Chandrashekar Rao reported an incident of Grievous Hurt at the stated location. Umesh was named as accused. Investigation taken up by jurisdictional police.,26,Gadag,Gadag PS-2
1643,100130052202300002,202300002,2023-07-18,418,52,1,2,1,4,1,13,2023-07-17 14:28:30,2023-07-17 23:28:30,2023-07-19 03:28:30,14.288557,76.496097,"Complainant Arun Hegde reported an incident of Simple Hurt at the stated location. Joseph Acharya, Rekha Shetty, Kiran Kulkarni was named as accused. Investigation taken up by jurisdictional police.",13,Chitradurga,Chitradurga PS-4
1644,100110044202500008,202500008,2025-09-25,346,44,1,2,6,17,1,11,2025-09-25 03:57:42,2025-09-25 12:57:42,2025-09-26 12:57:42,13.911854,75.438234,"Complainant Fathima Acharya reported an incident of NDPS Possession at the stated location. Prakash Kumar, Venkatesh Kumar was named as accused. Investigation taken up by jurisdictional police.",11,Shivamogga,Shivamogga PS-4
1645,100010001202600003,202600003,2026-05-22,2,1,1,2,2,9,5,1,2026-05-19 23:23:25,2026-05-20 03:23:25,2026-05-20 07:23:25,12.892355,77.506216,"Complainant Rekha reported that his/her two-wheeler parked near Bengaluru City area was stolen between the incident hours. Vehicle Theft case registered. Accused Imran Murthy, Arun identified through CCTV footage.",1,Bengaluru City,Bengaluru City PS-1
1646,100040013202400013,202400013,2024-04-15,97,13,1,2,2,8,4,4,2024-04-12 11:20:56,2024-04-12 23:20:56,2024-04-14 08:20:56,12.335817,76.541402,"Complainant Shivakumar Poojary reported an incident of Theft at the stated location. Sunitha Shetty, Santosh Patil was named as accused. Investigation taken up by jurisdictional police.",4,Mysuru City,Mysuru City PS-1
1647,100140054202600002,202600002,2026-01-16,436,54,1,2,2,9,3,14,2026-01-13 12:25:08,2026-01-13 13:25:08,2026-01-13 19:25:08,15.107596,76.810701,Complainant Vinay Rao reported that his/her two-wheeler parked near Ballari area was stolen between the incident hours. Vehicle Theft case registered. Accused Abdul Poojary identified through CCTV footage.,14,Ballari,Ballari PS-2
1648,100230090202400001,202400001,2024-11-24,732,90,1,2,2,9,3,23,2024-11-24 03:11:02,2024-11-24 14:11:02,2024-11-25 04:11:02,15.882051,74.497209,"Complainant Anand Rao reported that his/her two-wheeler parked near Belagavi area was stolen between the incident hours. Vehicle Theft case registered. Accused Manjunath Naik, Umesh Murthy identified through CCTV footage.",23,Belagavi,Belagavi PS-2
1649,800280112202300001,202300001,2023-10-26,912,112,4,2,7,20,2,28,2023-10-22 14:14:05,2023-10-23 00:14:05,2023-10-23 20:14:05,14.653964,74.791826,"Complainant Nagaraj Rao reported an incident of Unlawful Assembly at the stated location. Kavitha Murthy, Kiran Sheikh was named as accused. Investigation taken up by jurisdictional police.",28,Uttara Kannada,Uttara Kannada PS-4
1650,100030011202400001,202400001,2024-06-20,79,11,1,1,2,5,5,3,2024-06-19 11:09:18,2024-06-19 17:09:18,2024-06-21 07:09:18,12.85745,77.180028,"Complainant Rekha Desai reported an incident of Robbery at the stated location. Chandrashekar Acharya, Savitha Shetty, Mary was named as accused. Investigation taken up by jurisdictional police.",3,Ramanagara,Ramanagara PS-3
1651,100140054202500003,202500003,2025-06-11,435,54,1,2,2,8,1,14,2025-06-09 15:35:19,2025-06-09 16:35:19,2025-06-09 17:35:19,15.103474,76.809307,"Complainant Pooja Patil reported an incident of Theft at the stated location. Roopa Rao, Deepak Gowda was named as accused. Investigation taken up by jurisdictional police.",14,Ballari,Ballari PS-2
1652,100010003202300008,202300008,2023-01-17,14,3,1,2,5,16,5,1,2023-01-14 04:37:57,2023-01-14 14:37:57,2023-01-15 14:37:57,12.967238,77.476069,"Complainant Shivakumar Shetty reported an incident of Identity Theft at the stated location. Naveen Desai, Rekha Poojary was named as accused. Investigation taken up by jurisdictional police.",1,Bengaluru City,Bengaluru City PS-3
1653,100300117202600002,202600002,2026-05-12,946,117,1,2,5,15,1,30,2026-05-09 17:40:13,2026-05-10 01:40:13,2026-05-10 10:40:13,12.975342,74.896245,Complainant Vani Sheikh reported losing money to an online scam; amount debited via fraudulent links. Online Financial Fraud registered. Cyber cell tracing accused Fathima Fernandes.,30,Dakshina Kannada,Dakshina Kannada PS-1
1654,100250099202300025,202300025,2023-05-27,806,99,1,2,2,8,4,25,2023-05-26 01:15:04,2023-05-26 03:15:04,2023-05-26 14:15:04,15.225804,75.228087,Complainant Raghavendra Desai reported an incident of Theft at the stated location. Salman Kumar was named as accused. Investigation taken up by jurisdictional police.,25,Hubballi City,Hubballi City PS-3
1655,100220086202600005,202600005,2026-01-26,698,86,1,2,4,13,4,22,2026-01-26 00:00:41,2026-01-26 03:00:41,2026-01-26 08:00:41,16.281692,75.775586,Complainant Manjula Hegde reported an incident of Cheating at the stated location. Raghavendra D'Souza was named as accused. Investigation taken up by jurisdictional police.,22,Bagalkote,Bagalkote PS-2
1656,100010001202300010,202300010,2023-08-03,2,1,1,2,2,8,1,1,2023-08-03 19:34:58,2023-08-04 02:34:58,2023-08-04 16:34:58,13.096951,77.51793,"Complainant Karthik Kumar reported an incident of Theft at the stated location. Manjunath Reddy, Nagaraj Murthy, Savitha Acharya was named as accused. Investigation taken up by jurisdictional police.",1,Bengaluru City,Bengaluru City PS-1
1657,100010003202300009,202300009,2023-05-10,14,3,1,2,7,19,3,1,2023-05-08 13:05:03,2023-05-08 13:05:03,2023-05-08 18:05:03,12.871263,77.49308,Complainant Santosh D'Souza reported an incident of Rioting at the stated location. Deepak was named as accused. Investigation taken up by jurisdictional police.,1,Bengaluru City,Bengaluru City PS-3
1658,100060023202400003,202400003,2024-03-04,174,23,1,2,2,8,2,6,2024-03-02 18:45:51,2024-03-03 06:45:51,2024-03-04 09:45:51,12.671667,76.981399,"Complainant Suresh reported an incident of Theft at the stated location. Sunitha Desai, Deepak Reddy was named as accused. Investigation taken up by jurisdictional police.",6,Mandya,Mandya PS-3
1659,100160063202300002,202300002,2023-04-19,506,63,1,2,5,16,1,16,2023-04-19 12:42:12,2023-04-19 22:42:12,2023-04-21 15:42:12,15.474915,76.085842,Complainant Mary Murthy reported an incident of Identity Theft at the stated location. Umesh Sheikh was named as accused. Investigation taken up by jurisdictional police.,16,Koppal,Koppal PS-3
1660,100120045202400003,202400003,2024-11-04,355,45,1,2,7,20,3,12,2024-11-04 00:39:34,2024-11-04 03:39:34,2024-11-04 05:39:34,14.598053,75.857318,Complainant Asha Acharya reported an incident of Unlawful Assembly at the stated location. Divya Swamy was named as accused. Investigation taken up by jurisdictional police.,12,Davanagere,Davanagere PS-1
1661,100250099202500020,202500020,2025-07-28,811,99,1,1,1,1,3,25,2025-07-27 01:42:49,2025-07-27 09:42:49,2025-07-27 16:42:49,15.309103,75.197939,Complainant Kavitha Desai reported an incident of Murder at the stated location. Manjula was named as accused. Investigation taken up by jurisdictional police.,25,Hubballi City,Hubballi City PS-3
1662,100070026202300003,202300003,2023-05-04,195,26,1,2,2,8,4,7,2023-04-30 17:47:53,2023-05-01 00:47:53,2023-05-01 06:47:53,12.995445,76.090897,Complainant Umesh Fernandes reported an incident of Theft at the stated location. Arun Sheikh was named as accused. Investigation taken up by jurisdictional police.,7,Hassan,Hassan PS-2
1663,100170066202500002,202500002,2025-10-31,529,66,1,1,3,12,1,17,2025-10-29 17:58:56,2025-10-30 01:58:56,2025-10-30 21:58:56,16.343122,77.238532,"Complainant Karthik Reddy reported an incident of Molestation at the stated location. Naveen Gowda, Ravi Hegde was named as accused. Investigation taken up by jurisdictional police.",17,Raichur,Raichur PS-2
1664,100250100202500022,202500022,2025-02-24,819,100,1,2,2,9,2,25,2025-02-22 20:53:53,2025-02-22 21:53:53,2025-02-24 11:53:53,15.222367,75.171683,Complainant Santosh Kulkarni reported that his/her two-wheeler parked near Hubballi City area was stolen between the incident hours. Vehicle Theft case registered. Accused Mahesh Patil identified through CCTV footage.,25,Hubballi City,Hubballi City PS-4
1665,100250100202500023,202500023,2025-11-14,820,100,1,2,2,8,1,25,2025-11-13 22:49:48,2025-11-14 01:49:48,2025-11-14 07:49:48,15.436956,75.069251,"Complainant Joseph Khan reported an incident of Theft at the stated location. Lakshmi Sheikh, Harish D'Souza was named as accused. Investigation taken up by jurisdictional police.",25,Hubballi City,Hubballi City PS-4
1666,100040016202400010,202400010,2024-09-20,120,16,1,2,6,17,3,4,2024-09-16 12:53:03,2024-09-17 00:53:03,2024-09-18 08:53:03,12.351375,76.66117,Complainant Ayesha Rao reported an incident of NDPS Possession at the stated location. Harish Poojary was named as accused. Investigation taken up by jurisdictional police.,4,Mysuru City,Mysuru City PS-4
1667,100180070202400003,202400003,2024-11-27,557,70,1,1,3,12,2,18,2024-11-27 06:30:41,2024-11-27 16:30:41,2024-11-29 04:30:41,17.369484,76.716817,Complainant Arun Sheikh reported an incident of Molestation at the stated location. Basavaraj Poojary was named as accused. Investigation taken up by jurisdictional police.,18,Kalaburagi,Kalaburagi PS-2
1668,100140054202300005,202300005,2023-05-14,432,54,1,2,2,9,4,14,2023-05-11 18:49:21,2023-05-11 19:49:21,2023-05-12 04:49:21,15.115686,76.966421,"Complainant Roopa Reddy reported that his/her two-wheeler parked near Ballari area was stolen between the incident hours. Vehicle Theft case registered. Accused Suresh Fernandes, Abdul Kulkarni identified through CCTV footage.",14,Ballari,Ballari PS-2
1669,100010004202500017,202500017,2025-07-11,28,4,1,2,2,10,2,1,2025-07-09 08:23:30,2025-07-09 15:23:30,2025-07-11 05:23:30,12.934973,77.649205,"Complainant Karthik Naik stated that unknown persons on a motorcycle snatched her gold chain near Bengaluru City area and fled. Case of Chain Snatching registered against Abdul Swamy, Shobha Khan.",1,Bengaluru City,Bengaluru City PS-4
1670,100280112202300005,202300005,2023-07-27,914,112,1,2,2,7,2,28,2023-07-24 13:10:21,2023-07-24 20:10:21,2023-07-26 14:10:21,14.709429,74.781658,"Complainant Savitha Rao reported house break-in at Uttara Kannada area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Fathima Rao, Meena Murthy, Shivakumar Rao under investigation.",28,Uttara Kannada,Uttara Kannada PS-4
1671,100040016202300012,202300012,2023-05-11,117,16,1,1,3,12,5,4,2023-05-08 14:05:50,2023-05-08 15:05:50,2023-05-09 02:05:50,12.273092,76.598336,"Complainant Salman Hegde reported an incident of Molestation at the stated location. Abdul Shetty, Manjunath Kumar was named as accused. Investigation taken up by jurisdictional police.",4,Mysuru City,Mysuru City PS-4
1672,100110042202300003,202300003,2023-09-06,331,42,1,2,2,10,1,11,2023-09-05 01:49:48,2023-09-05 06:49:48,2023-09-05 08:49:48,14.010934,75.611034,Complainant Vinay Poojary stated that unknown persons on a motorcycle snatched her gold chain near Shivamogga area and fled. Case of Chain Snatching registered against Roopa Khan.,11,Shivamogga,Shivamogga PS-2
1673,100290115202500002,202500002,2025-06-08,934,115,1,2,6,17,4,29,2025-06-05 12:30:37,2025-06-05 22:30:37,2025-06-07 00:30:37,13.352919,74.734785,Complainant Nagaraj Kumar reported an incident of NDPS Possession at the stated location. Girish Kulkarni was named as accused. Investigation taken up by jurisdictional police.,29,Udupi,Udupi PS-3
1674,100270107202400002,202400002,2024-02-27,873,107,1,2,2,9,3,27,2024-02-23 18:12:35,2024-02-24 05:12:35,2024-02-24 23:12:35,14.934191,75.536374,"Complainant Manjula Hegde reported that his/her two-wheeler parked near Haveri area was stolen between the incident hours. Vehicle Theft case registered. Accused Imran Khan, Mahesh Naik identified through CCTV footage.",27,Haveri,Haveri PS-3
1675,100230091202300003,202300003,2023-12-11,743,91,1,2,2,10,1,23,2023-12-08 17:38:03,2023-12-09 05:38:03,2023-12-10 23:38:03,15.858529,74.630113,Complainant Mary Hegde stated that unknown persons on a motorcycle snatched her gold chain near Belagavi area and fled. Case of Chain Snatching registered against Prakash Poojary.,23,Belagavi,Belagavi PS-3
1676,100140053202400002,202400002,2024-02-17,429,53,1,2,2,9,2,14,2024-02-14 17:10:19,2024-02-14 19:10:19,2024-02-15 00:10:19,15.24428,77.050487,"Complainant Savitha Fernandes reported that his/her two-wheeler parked near Ballari area was stolen between the incident hours. Vehicle Theft case registered. Accused Shruthi Gowda, Santosh Desai identified through CCTV footage.",14,Ballari,Ballari PS-1
1677,100010001202400015,202400015,2024-05-20,4,1,1,2,2,8,2,1,2024-05-16 18:56:27,2024-05-16 23:56:27,2024-05-17 15:56:27,12.82877,77.696405,Complainant Chandrashekar Sheikh reported an incident of Theft at the stated location. Manjunath Fernandes was named as accused. Investigation taken up by jurisdictional police.,1,Bengaluru City,Bengaluru City PS-1
1678,100160063202300003,202300003,2023-12-14,507,63,1,2,2,8,5,16,2023-12-10 16:59:50,2023-12-10 19:59:50,2023-12-11 16:59:50,15.311234,76.291943,Complainant Fathima Shetty reported an incident of Theft at the stated location. Chandrashekar Patil was named as accused. Investigation taken up by jurisdictional police.,16,Koppal,Koppal PS-3
1679,100070025202300003,202300003,2023-10-07,189,25,1,1,3,12,5,7,2023-10-06 11:14:49,2023-10-06 21:14:49,2023-10-07 02:14:49,13.015101,76.041161,"Complainant Shobha Gowda reported an incident of Molestation at the stated location. Nagaraj Rao, Harish Acharya, Kiran D'Souza was named as accused. Investigation taken up by jurisdictional police.",7,Hassan,Hassan PS-1
1680,100250098202600011,202600011,2026-06-24,803,98,1,1,1,2,2,25,2026-06-22 15:03:25,2026-06-22 20:03:25,2026-06-23 18:03:25,15.374781,75.22312,Complainant Shruthi Desai reported an incident of Attempt to Murder at the stated location. Vinay Kulkarni was named as accused. Investigation taken up by jurisdictional police.,25,Hubballi City,Hubballi City PS-2
1681,100250098202500012,202500012,2025-09-17,799,98,1,2,3,11,1,25,2025-09-17 12:00:03,2025-09-17 13:00:03,2025-09-18 14:00:03,15.505437,75.032769,"Complainant Asha Rao reported an incident of Cruelty by Husband at the stated location. Harish Patil, Lokesh Hegde was named as accused. Investigation taken up by jurisdictional police.",25,Hubballi City,Hubballi City PS-2
1682,100040015202300015,202300015,2023-03-27,110,15,1,2,4,13,5,4,2023-03-27 06:47:42,2023-03-27 16:47:42,2023-03-29 09:47:42,12.203569,76.687964,Complainant Kiran Reddy reported an incident of Cheating at the stated location. Deepak Poojary was named as accused. Investigation taken up by jurisdictional police.,4,Mysuru City,Mysuru City PS-3
1683,100280112202400005,202400005,2024-09-25,909,112,1,2,5,15,2,28,2024-09-23 06:27:29,2024-09-23 15:27:29,2024-09-23 21:27:29,14.81655,74.724396,Complainant Ravi Shetty reported losing money to an online scam; amount debited via fraudulent links. Online Financial Fraud registered. Cyber cell tracing accused Deepak Swamy.,28,Uttara Kannada,Uttara Kannada PS-4
1684,100010001202300011,202300011,2023-10-24,1,1,1,1,3,12,4,1,2023-10-23 18:22:52,2023-10-23 21:22:52,2023-10-24 08:22:52,13.075854,77.695667,"Complainant Deepak Swamy reported an incident of Molestation at the stated location. Salman Kulkarni, Deepak Shetty was named as accused. Investigation taken up by jurisdictional police.",1,Bengaluru City,Bengaluru City PS-1
1685,100180069202500001,202500001,2025-05-22,553,69,1,2,1,4,1,18,2025-05-19 21:32:26,2025-05-19 21:32:26,2025-05-21 21:32:26,17.180632,76.740498,Complainant Karthik D'Souza reported an incident of Simple Hurt at the stated location. Girish Kulkarni was named as accused. Investigation taken up by jurisdictional police.,18,Kalaburagi,Kalaburagi PS-1
1686,100240093202600002,202600002,2026-06-25,755,93,1,2,1,4,4,24,2026-06-22 20:14:45,2026-06-22 22:14:45,2026-06-24 22:14:45,15.508042,75.044249,"Complainant Salman Fernandes reported an incident of Simple Hurt at the stated location. Arun D'Souza, Abdul Gowda was named as accused. Investigation taken up by jurisdictional police.",24,Dharwad,Dharwad PS-1
1687,100250100202500024,202500024,2025-06-22,821,100,1,2,2,8,2,25,2025-06-22 06:15:29,2025-06-22 06:15:29,2025-06-23 21:15:29,15.41591,75.046322,Complainant Roopa Naik reported an incident of Theft at the stated location. Fathima Hegde was named as accused. Investigation taken up by jurisdictional police.,25,Hubballi City,Hubballi City PS-4
1688,100300117202600003,202600003,2026-04-22,949,117,1,2,2,9,1,30,2026-04-19 19:38:08,2026-04-19 22:38:08,2026-04-20 04:38:08,12.965665,75.006739,Complainant Kavitha reported that his/her two-wheeler parked near Dakshina Kannada area was stolen between the incident hours. Vehicle Theft case registered. Accused Shivakumar Hegde identified through CCTV footage.,30,Dakshina Kannada,Dakshina Kannada PS-1
1689,100040014202500010,202500010,2025-10-18,103,14,1,2,2,8,2,4,2025-10-17 07:46:07,2025-10-17 19:46:07,2025-10-19 04:46:07,12.393097,76.520076,"Complainant Ravi Shetty reported an incident of Theft at the stated location. Roopa D'Souza, Nagaraj Shetty was named as accused. Investigation taken up by jurisdictional police.",4,Mysuru City,Mysuru City PS-2
1690,100250099202300026,202300026,2023-10-26,806,99,1,2,2,8,2,25,2023-10-23 07:34:27,2023-10-23 17:34:27,2023-10-24 03:34:27,15.433098,75.095151,Complainant Manjula Sheikh reported an incident of Theft at the stated location. Prakash Poojary was named as accused. Investigation taken up by jurisdictional police.,25,Hubballi City,Hubballi City PS-3
1691,100240096202400004,202400004,2024-09-01,781,96,1,1,3,12,2,24,2024-08-30 06:08:24,2024-08-30 16:08:24,2024-09-01 14:08:24,15.497844,74.88862,"Complainant Manjula Shetty reported an incident of Molestation at the stated location. Suresh Hegde, Fathima Khan was named as accused. Investigation taken up by jurisdictional police.",24,Dharwad,Dharwad PS-4
1692,100210082202400002,202400002,2024-04-03,665,82,1,2,5,15,1,21,2024-04-01 03:08:15,2024-04-01 05:08:15,2024-04-03 04:08:15,16.879074,75.713514,"Complainant Harish Sheikh reported losing money to an online scam; amount debited via fraudulent links. Online Financial Fraud registered. Cyber cell tracing accused Venkatesh Naik, Suresh Shetty.",21,Vijayapura,Vijayapura PS-2
1693,100240093202500001,202500001,2025-05-27,760,93,1,2,5,15,1,24,2025-05-24 06:04:06,2025-05-24 14:04:06,2025-05-25 10:04:06,15.57337,74.911947,Complainant Naveen reported losing money to an online scam; amount debited via fraudulent links. Online Financial Fraud registered. Cyber cell tracing accused Deepak Fernandes.,24,Dharwad,Dharwad PS-1
1694,100230092202600003,202600003,2026-02-08,745,92,1,2,2,8,2,23,2026-02-04 17:20:30,2026-02-04 23:20:30,2026-02-05 20:20:30,15.899271,74.640556,Complainant Lokesh Acharya reported an incident of Theft at the stated location. Shivakumar D'Souza was named as accused. Investigation taken up by jurisdictional police.,23,Belagavi,Belagavi PS-4
1695,100070027202300001,202300001,2023-01-10,205,27,1,2,2,10,2,7,2023-01-08 11:31:54,2023-01-08 14:31:54,2023-01-10 09:31:54,13.098501,76.137249,Complainant Chandrashekar Rao stated that unknown persons on a motorcycle snatched her gold chain near Hassan area and fled. Case of Chain Snatching registered against Arun Reddy.,7,Hassan,Hassan PS-3
1696,100110044202300005,202300005,2023-03-09,346,44,1,2,2,7,2,11,2023-03-06 23:14:56,2023-03-06 23:14:56,2023-03-07 02:14:56,13.860468,75.533444,"Complainant Roopa reported house break-in at Shivamogga area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Imran Swamy, Suresh Hegde under investigation.",11,Shivamogga,Shivamogga PS-4
1697,800280111202600001,202600001,2026-04-24,900,111,4,2,1,4,5,28,2026-04-23 23:25:06,2026-04-24 05:25:06,2026-04-25 06:25:06,14.800102,74.822717,"Complainant Harish Poojary reported an incident of Simple Hurt at the stated location. Shobha Swamy, Arun Hegde, Abdul Patil was named as accused. Investigation taken up by jurisdictional police.",28,Uttara Kannada,Uttara Kannada PS-3
1698,100070025202400002,202400002,2024-09-29,184,25,1,2,2,10,2,7,2024-09-25 20:55:29,2024-09-26 00:55:29,2024-09-27 13:55:29,13.045828,76.156905,Complainant Shivakumar Gowda stated that unknown persons on a motorcycle snatched her gold chain near Hassan area and fled. Case of Chain Snatching registered against Salman Khan.,7,Hassan,Hassan PS-1
1699,100310121202600002,202600002,2026-06-21,985,121,1,2,2,8,2,31,2026-06-18 21:28:32,2026-06-19 06:28:32,2026-06-20 11:28:32,12.524387,75.793826,Complainant Kavitha Khan reported an incident of Theft at the stated location. Kiran Murthy was named as accused. Investigation taken up by jurisdictional police.,31,Kodagu,Kodagu PS-1
1700,100080032202300002,202300002,2023-04-10,253,32,1,2,1,4,4,8,2023-04-08 17:24:18,2023-04-08 18:24:18,2023-04-09 12:24:18,13.406659,76.972824,"Complainant Kiran D'Souza reported an incident of Simple Hurt at the stated location. Nagaraj Fernandes, Nagaraj Swamy, Divya Reddy was named as accused. Investigation taken up by jurisdictional police.",8,Tumakuru,Tumakuru PS-4
1701,100010001202600004,202600004,2026-06-16,1,1,1,2,1,4,1,1,2026-06-14 20:00:45,2026-06-15 04:00:45,2026-06-16 13:00:45,13.112751,77.627624,Complainant Rekha reported an incident of Simple Hurt at the stated location. Manjunath D'Souza was named as accused. Investigation taken up by jurisdictional police.,1,Bengaluru City,Bengaluru City PS-1
1702,100180070202300004,202300004,2023-07-18,558,70,1,2,1,4,1,18,2023-07-18 03:54:16,2023-07-18 04:54:16,2023-07-19 00:54:16,17.229537,76.868904,"Complainant Naveen Patil reported an incident of Simple Hurt at the stated location. Lakshmi Swamy, Harish was named as accused. Investigation taken up by jurisdictional police.",18,Kalaburagi,Kalaburagi PS-2
1703,100020006202500005,202500005,2025-09-27,44,6,1,2,1,3,3,2,2025-09-25 13:32:05,2025-09-25 17:32:05,2025-09-27 06:32:05,13.215705,77.480009,"Complainant Nagaraj D'Souza reported an incident of Grievous Hurt at the stated location. Basavaraj Reddy, Deepak Fernandes was named as accused. Investigation taken up by jurisdictional police.",2,Bengaluru Rural,Bengaluru Rural PS-2
1704,100290116202500003,202500003,2025-04-19,942,116,1,2,5,15,1,29,2025-04-17 22:04:09,2025-04-18 08:04:09,2025-04-20 02:04:09,13.222307,74.764369,"Complainant Shivakumar Sheikh reported losing money to an online scam; amount debited via fraudulent links. Online Financial Fraud registered. Cyber cell tracing accused Umesh Patil, Lakshmi Reddy.",29,Udupi,Udupi PS-4
